OBJECTID,Station Identification,Observation Date/Time,Station Name,Country Name,Station Elevation (Meters),Air Temperature (°F),Dew Point Temperature (°F),Relative Humidity (%),Wind Origin (Degrees),Wind Speed (km/h),Wind Gust (km/h),Wind Chill (°F),Horizontal Visibility (Meters),Altimeter Pressure (Millibars),Sky Conditions,Weather Conditions,Remarks,Heat Feels Like (°F),Location Latitude (DD),Location Longitude (DD),x,y
4483,CZEL,11/10/2019 1:00:00 AM,Elora Rcs,"Ontario, Canada",376,31.6,25.7,78,230,17,0,23.1,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -0.1 mb,,43.65,-80.42,-80.4200000000444,43.6500000002315
4484,TAPA,11/10/2019 1:00:00 AM,Coolidge/Antigua,"Lesser Antilles, Antigua And Barbuda",14,78.8,73.4,84,130,11,0,,10000,1012.9,Scattered Clouds at 490 meters AGL,Showers of Light Rain,,,17.12,-61.78,-61.7799999999242,17.120000000022
4485,ULPB,11/10/2019 1:00:00 AM,Petrozavodsk,Russian Federation,46,33.8,32,93,90,4,0,32.4,10000,1012.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,61.88,34.15,34.1500000000872,61.8800000000163
4486,ULOO,11/10/2019 1:00:00 AM,Pskov,Russian Federation,47,50,48.2,94,140,11,0,47.2,8000,1009.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,57.78,28.4,28.3999999997398,57.7799999998374
4487,URMN,11/10/2019 1:00:00 AM,Nalchik,Russian Federation,445,44.6,42.8,93,300,4,0,44.4,2000,1021.9,Overcast Cloud Deck at 120 meters AGL,Mist,,,43.52,43.63,43.6299999999054,43.5199999996883
4488,VAAU,11/10/2019 1:00:00 AM,Aurangabad Airpo,India,579,68,66.2,94,0,0,0,,,1014.9,Sky Clear below 3700 meters AGL,Fog,,,19.85,75.4,75.3999999998848,19.8499999997157
4489,OTHH,11/10/2019 1:00:00 AM,Doha Hamad Intl,Qatar,0,78.8,69.8,74,290,4,0,,10000,1011.9,Ceiling and Visibility are OK,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,82.5,25.25,51.6,51.5999999997043,25.2500000001886
4490,CXYH,11/10/2019 1:00:00 AM,Yohin,"N.W. Territories, Canada",204,2.8,-3.1,76,30,2,0,2.1,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -1.3 mb,,61.25,-123.75,-123.750000000291,61.2499999998446
4491,CWEK,11/10/2019 1:00:00 AM,Grey Islet (Maps,"British Columbia, Canada",8,52,48.7,89,,0,0,,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Increasing: 0.4 mb,,54.58,-130.7,-130.700000000172,54.5799999998542
4492,CXTN,11/10/2019 1:00:00 AM,Tuktut Nogait Np,"N.W. Territories, Canada",552,-7.4,-11.7,81,240,4,0,-13.4,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,"Hourly Precipitation Amount: 0.1 in, 3-Hour Pressure Increasing: 1.7 mb",,69.2,-122.35,-122.350000000386,69.1999999999084
4493,CXLL,11/10/2019 1:00:00 AM,Lindberg Landing,"N.W. Territories, Canada",183,4.5,0.5,83,200,4,0,-0.2,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,61.12,-122.85,-122.850000000416,61.1199999999004
4494,CWXC,11/10/2019 1:00:00 AM,Onatchiway,"Quebec, Canada",300,23.4,,,200,9,0,16.1,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,"Hourly Precipitation Amount: 0.0 in, 3-Hour Pressure Increasing: 0.8 mb",,48.88,-71.03,-71.0299999995848,48.8800000001416
4495,CWND,11/10/2019 1:00:00 AM,Pelly Island,"N.W. Territories, Canada",12,5,-0.2,78,170,37,0,-16.7,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -2.4 mb,,69.63,-135.43,-135.429999999703,69.6300000001298
4496,CXWB,11/10/2019 1:00:00 AM,Wager Bay,"Nunavut, Canada",18,1.6,-5.4,72,10,30,41,-19.2,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Increasing: 0.2 mb,,65.88,-89.45,-89.4500000003744,65.8800000000826
4497,CXAG,11/10/2019 1:00:00 AM,Andrew Agdm,"Alberta, Canada",625,12.6,9.1,86,10,15,0,0.2,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,53.92,-112.28,-112.280000000281,53.9200000001881
4498,CZPS,11/10/2019 1:00:00 AM,Prentiss,"Alberta, Canada",965,13.1,10,87,60,13,0,1.7,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,52.43,-113.6,-113.599999999857,52.429999999987
4499,CYHI,11/10/2019 1:00:00 AM,Holman Island Ar,"N.W. Territories, Canada",36,1.4,-4,77,20,9,0,-9.9,13000,1031.5,"Broken Clouds at 550 meters AGL, Broken Clouds at 670 meters AGL, Broken Clouds at 1100 meters AGL, Broken Clouds at 2200 meters AGL","Light Snow Grains, Showers in vicinity",,,70.77,-117.78,-117.779999999715,70.7699999998981
4500,CYBB,11/10/2019 1:00:00 AM,Pelly Bay Airpor,"Nunavut, Canada",15,-4,-9.4,77,300,20,0,-23,16000,1021,Broken Clouds at 430 meters AGL,Light Snow,,,68.52,-89.82,-89.8200000004327,68.5200000001403
4501,CYZW,11/10/2019 1:00:00 AM,Teslin Arpt (Aut,"Yukon Territory, Canada",705,5,-5.8,60,90,7,0,-4.1,48000,1031.5,Few Clouds at 3000 meters AGL,No significant weather present at this time.,,,60.17,-132.75,-132.749999999937,60.170000000121
4502,VTUW,11/10/2019 1:00:00 AM,Nakhon Phanom,Thailand,184,71.6,59,65,350,6,0,,5000,1015.9,Sky Clear below 3700 meters AGL,Mist,,76.2,17.38,104.63,104.629999999998,17.3800000002909
4503,VTUV,11/10/2019 1:00:00 AM,Roiet,Thailand,138,71.6,60.8,69,50,15,0,,8000,1014.9,Few Clouds at 910 meters AGL,No significant weather present at this time.,,76.2,16.12,103.78,103.779999999767,16.1200000000645
4504,VTUU,11/10/2019 1:00:00 AM,Ubon/Ratchathani,Thailand,127,71.6,66.2,83,30,15,0,,9000,1013.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,15.25,104.87,104.870000000084,15.249999999657
4505,VTUQ,11/10/2019 1:00:00 AM,Nakhon Ratchasim,Thailand,234,71.6,68,88,60,15,0,,6000,1014.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,14.95,102.32,102.32000000029,14.9499999999031
4506,VTUO,11/10/2019 1:00:00 AM,Burirum,Thailand,183,69.8,66.2,88,50,15,0,,4000,1014.9,Sky Clear below 3700 meters AGL,Mist,,,15.23,103.25,103.249999999951,15.2299999999726
4507,VTUL,11/10/2019 1:00:00 AM,Loei,Thailand,254,66.2,66.2,100,0,0,0,,2000,1016.9,Sky Clear below 3700 meters AGL,Mist,,,17.43,101.72,101.720000000074,17.4300000000682
4508,VTUK,11/10/2019 1:00:00 AM,Khon Kaen,Thailand,204,73.4,60.8,65,20,13,0,,5000,1014.9,Sky Clear below 3700 meters AGL,Mist,,76.9,16.47,102.78,102.779999999707,16.4699999999167
4509,VTUI,11/10/2019 1:00:00 AM,Sakon Nakhon,Thailand,172,71.6,62.6,73,0,0,0,,5000,1014.9,Sky Clear below 3700 meters AGL,Mist,,76.2,17.2,104.12,104.120000000039,17.2000000001007
4510,VTUD,11/10/2019 1:00:00 AM,Udon Thani(Civ/A,Thailand,182,71.6,64.4,78,80,6,0,,9000,1015.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,76.2,17.37,102.78,102.779999999707,17.370000000388
4511,OEKJ,11/10/2019 1:00:00 AM,Al Kharj Ab,Saudi Arabia,503,73.4,41,31,140,15,0,,10000,1016.9,Ceiling and Visibility are OK,No significant weather present at this time.,,74.7,24.07,47.58,47.5799999996051,24.0699999996702
4512,FYOW,11/10/2019 1:00:00 AM,Otjiwarongo Arpt,Namibia,1481,68,37.4,32,100,2,0,,,1017.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-20.43,16.67,16.6699999997856,-20.4300000002572
4513,FYGB,11/10/2019 1:00:00 AM,Gobabis Arpt,Namibia,1442,71.6,32,23,230,6,0,,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,72.5,-22.5,18.97,18.9699999995652,-22.5000000002187
4514,CWGW,11/10/2019 1:00:00 AM,Sparwood (Autob),"British Columbia, Canada",1137,31.8,25.7,78,120,37,52,18.9,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Increasing: 0.1 mb,,49.75,-114.9,-114.899999999577,49.7499999998553
4515,CWGT,11/10/2019 1:00:00 AM,Sisters Il Autob,"British Columbia, Canada",5,49.5,48.7,97,120,31,0,42.9,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -0.1 mb,,49.48,-124.43,-124.429999999937,49.4800000000692
4516,CWGR,11/10/2019 1:00:00 AM,Iles-De-La-Madel,"Quebec, Canada",60,33.3,18.3,54,240,30,0,22.1,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Increasing: 1.7 mb,,47.42,-61.8,-61.7999999997816,47.4200000001939
4517,UUBC,11/10/2019 1:00:00 AM,Ugryumovo,Russian Federation,199,41,41,100,170,19,0,34.3,5000,1021.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,54.55,36.37,36.3700000004369,54.5500000000813
4518,UHMA,11/10/2019 1:00:00 AM,Anadyr',Russian Federation,62,24.8,21.2,86,360,15,0,15.2,10000,1007.9,"Broken Clouds at 670 meters AGL, Broken Clouds at 1200 meters AGL",No significant weather present at this time.,,,64.73,177.73,177.730000000103,64.7299999998122
4519,UWLW,11/10/2019 1:00:00 AM,Ulyanovsk,Russian Federation,66,28.4,26.6,93,190,7,0,23.2,8000,1033.9,Overcast Cloud Deck at 340 meters AGL,No significant weather present at this time.,,,54.4,48.8,48.7999999998944,54.3999999998215
4520,CZOL,11/10/2019 1:00:00 AM,Oliver Agdm,"Alberta, Canada",665,14.2,14.9,103,310,6,0,8.3,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,53.65,-113.35,-113.349999999842,53.6500000000533
4521,UWOR,11/10/2019 1:00:00 AM,Orsk,Russian Federation,277,23,21.2,93,80,7,0,16.9,10000,1035.9,Overcast Cloud Deck at 150 meters AGL,No significant weather present at this time.,,,51.07,58.6,58.6000000001273,51.0699999998016
4522,HESG,11/10/2019 1:00:00 AM,Sohag,Egypt,70,68,50,53,320,7,0,,10000,1010.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,26.33,31.75,31.7500000001218,26.33000000011
4523,HEAT,11/10/2019 1:00:00 AM,Asyut,Egypt,70,60.8,53.6,77,340,13,0,,10000,1014.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,27.05,31.02,31.019999999934,27.0500000001121
4524,HESH,11/10/2019 1:00:00 AM,Sharm El Sheikhi,Egypt,50,77,66.2,69,360,11,0,,10000,1009.9,Ceiling and Visibility are OK,No significant weather present at this time.,,79.8,27.97,34.38,34.3800000002448,27.9699999996572
4525,CWDT,11/10/2019 1:00:00 AM,Chute Des Passes,"Quebec, Canada",399,,,,90,7,0,,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,"Hourly Precipitation Amount: 0.0 in, 3-Hour Pressure Increasing: 0.3 mb",,49.88,-71.25,-71.2499999998137,49.8799999999314
4526,CWEE,11/10/2019 1:00:00 AM,Chamouchouane Au,"Quebec, Canada",305,19.4,17.8,93,,0,0,,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -3.4 mb,,49.27,-73.33,-73.3300000002627,49.269999999714
4527,HESN,11/10/2019 1:00:00 AM,Aswan (Civ/Mil),Egypt,194,71.6,44.6,38,340,9,0,,10000,1009.9,Ceiling and Visibility are OK,No significant weather present at this time.,,75,23.97,32.82,32.8199999996835,23.9699999996679
4528,HEPS,11/10/2019 1:00:00 AM,Port Said,Egypt,6,73.4,68,83,350,19,0,,10000,1014.9,Few Clouds at 760 meters AGL,No significant weather present at this time.,,,31.28,32.25,32.2500000001521,31.2800000000472
4529,HEMM,11/10/2019 1:00:00 AM,Mersa Matruh (Mi,Egypt,30,60.8,46.4,59,0,0,0,,10000,1015.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,31.32,27.22,27.2200000000637,31.3199999999702
4530,HELX,11/10/2019 1:00:00 AM,Luxor (Civ/Mil),Egypt,88,68,53.6,60,0,0,0,,10000,1012.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,25.67,32.7,32.6999999996403,25.6699999996716
4531,HEGN,11/10/2019 1:00:00 AM,Hurguada,Egypt,14,75.2,53.6,47,310,17,0,,10000,1010.9,Ceiling and Visibility are OK,No significant weather present at this time.,,77.2,27.18,33.8,33.7999999998864,27.1800000003151
4532,HEBL,11/10/2019 1:00:00 AM,Abu Simbel (Ruin,Egypt,188,68,44.6,43,320,11,0,,10000,1010.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,22.38,31.62,31.6200000001499,22.3799999997566
4533,HEBA,11/10/2019 1:00:00 AM,Alexandria Borg,Egypt,54,66.2,66.2,100,0,0,0,,3000,1014.9,Sky Clear below 3700 meters AGL,Mist,,,30.92,29.7,29.7000000003573,30.9199999998927
4534,HEAX,11/10/2019 1:00:00 AM,Alexandria/Nouzh,Egypt,7,71.6,66.2,83,350,9,0,,10000,1014.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,31.18,29.93,29.9299999996166,31.1799999997922
4535,WMBA,11/10/2019 1:00:00 AM,Sitiawan,Malaysia,8,80.6,75.2,84,0,6,0,,10000,1011.9,"Few Clouds at 670 meters AGL, Broken Clouds at 8500 meters AGL",No significant weather present at this time.,,86.2,4.22,100.7,100.700000000156,4.22000000000231
4536,WMAU,11/10/2019 1:00:00 AM,Mersing,Malaysia,45,80.6,75.2,84,0,13,0,,8000,,"Few Clouds at 610 meters AGL, Scattered Clouds at 4300 meters AGL, Broken Clouds at 8200 meters AGL",No significant weather present at this time.,,86.2,2.38,103.88,103.879999999953,2.37999999997132
4537,WMKA,11/10/2019 1:00:00 AM,S Abdul Halim,Malaysia,5,80.6,77,89,130,6,0,,10000,1011.9,"Few Clouds at 610 meters AGL, Broken Clouds at 9100 meters AGL",No significant weather present at this time.,,87.6,6.2,100.4,100.399999999599,6.20000000013121
4538,WMKB,11/10/2019 1:00:00 AM,Butterworth(Aus-,Malaysia,4,78.8,77,94,0,4,0,,8000,1011.9,"Few Clouds at 610 meters AGL, Scattered Clouds at 4300 meters AGL, Broken Clouds at 8500 meters AGL",No significant weather present at this time.,,,5.47,100.37,100.369999999813,5.46999999955648
4539,SPJL,11/10/2019 1:00:00 AM,Juliaca,Peru,3827,42.8,37.4,81,190,17,0,36.9,10000,1036.9,"Scattered Clouds at 300 meters AGL, Broken Clouds at 2400 meters AGL",No significant weather present at this time.,,,-15.47,-70.15,-70.1499999995675,-15.4700000003126
4540,FKYS,11/10/2019 1:00:00 AM,Yaounde,Cameroon,760,68,68,100,280,4,0,,6000,1013.9,Few Clouds at 180 meters AGL,Light Rain,,,3.82,11.52,11.519999999654,3.81999999986459
4541,FKKD,11/10/2019 1:00:00 AM,Douala (Civ/Mil),Cameroon,9,73.4,71.6,94,100,13,0,,8000,1010.9,"Broken Clouds at 400 meters AGL, Scattered Clouds at 490 meters AGL",Thunderstorms with Light Rain,,,4,9.72,9.71999999990461,4.00000000039408
4542,CYAZ,11/10/2019 1:00:00 AM,Tofino Airport,"British Columbia, Canada",24,51.8,50,94,150,7,0,,8000,1021.3,"Scattered Clouds at 240 meters AGL, Overcast Cloud Deck at 520 meters AGL",Mist,,,49.08,-125.77,-125.770000000269,49.0800000001836
4543,CYDC,11/10/2019 1:00:00 AM,Princeton,"British Columbia, Canada",700,41,33.8,75,0,0,0,61.2,24000,1019.6,"Scattered Clouds at 1300 meters AGL, Broken Clouds at 3400 meters AGL",No significant weather present at this time.,,,49.47,-120.52,-120.519999999952,49.4700000000512
4544,CWVI,11/10/2019 1:00:00 AM,Vegreville (Auto,"Alberta, Canada",639,14.2,11.8,90,290,11,0,4.1,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,"Hourly Precipitation Amount: 0.0 in, 3-Hour Pressure Increasing: 0.2 mb",,53.52,-112.1,-112.099999999767,53.5200000000679
4545,CWVF,11/10/2019 1:00:00 AM,Sand Heads (Ls),"British Columbia, Canada",1,47.3,48.7,106,100,15,0,43,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,49.1,-123.3,-123.299999999905,49.1000000002097
4546,CWUS,11/10/2019 1:00:00 AM,Summerland (Auto,"British Columbia, Canada",454,43.3,35.2,73,300,6,0,41.7,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -0.2 mb,,49.57,-119.65,-119.649999999864,49.5700000001559
4547,CWTY,11/10/2019 1:00:00 AM,Trois Rivieres,"Quebec, Canada",6,34.5,25,68,190,30,0,23.7,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -1.8 mb,,46.35,-72.52,-72.5199999997467,46.3499999996975
4548,CWTN,11/10/2019 1:00:00 AM,Cap Tourmente,"Quebec, Canada",6,28.4,,,280,7,0,23.2,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,"Hourly Precipitation Amount: 0.1 in, 3-Hour Pressure Increasing: 2.0 mb",,47.07,-70.78,-70.7799999995697,47.0699999999888
4549,CWTG,11/10/2019 1:00:00 AM,Pointe Des Monts,"Quebec, Canada",5,29.8,24.6,81,220,46,0,14.9,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -0.6 mb,,49.32,-67.37,-67.3699999996151,49.3199999998265
4550,CWTA,11/10/2019 1:00:00 AM,Mc Tavish (Aut),"Quebec, Canada",63,34.2,21.7,60,210,7,0,29.9,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Decreasing: -1.0 mb,,45.5,-73.58,-73.5800000002778,45.499999999974
4551,OJAM,11/10/2019 1:00:00 AM,Amman/King Abdul,Jordan,773,59,33.8,39,80,6,0,,5000,1017.9,Sky Clear below 3700 meters AGL,Haze,,,31.97,35.97,35.9699999996941,31.9700000003404
4552,FCPP,11/10/2019 1:00:00 AM,Pointe-Noire,"Congo, Democratic, Congo",17,77,75.2,94,80,7,0,,8000,1008.9,"Few Clouds at 300 meters AGL, Broken Clouds at 610 meters AGL, Few Clouds at 910 meters AGL",No significant weather present at this time.,,,-4.82,11.9,11.8999999996411,-4.81999999969134
4553,FNLU,11/10/2019 1:00:00 AM,Luanda/4 De Feve,Angola,70,80.6,75.2,84,180,9,0,,10000,1008.9,"Scattered Clouds at 580 meters AGL, Broken Clouds at 2100 meters AGL",No significant weather present at this time.,,86.2,-8.83,13.22,13.2200000001161,-8.82999999997131
4554,FQQL,11/10/2019 1:00:00 AM,Quelimane,Mozambique,16,78.8,75.2,89,130,7,0,,10000,1012.9,Few Clouds at 610 meters AGL,No significant weather present at this time.,,,-17.87,36.87,36.8699999995688,-17.8700000000322
4555,FGSL,11/10/2019 1:00:00 AM,Malabo/Fernando,Equatorial Guinea,56,75.2,73.4,94,70,7,0,,10000,1009.9,"Scattered Clouds at 300 meters AGL, Few Clouds at 610 meters AGL, Broken Clouds at 1500 meters AGL",Thunderstorms,,,3.75,8.72,8.71999999984418,3.7500000000946
4556,SBAN,11/10/2019 1:00:00 AM,Anapolis (Braz-A,Brazil,1137,71.6,60.8,69,290,6,0,,10000,1016.9,Few Clouds at 1200 meters AGL,No significant weather present at this time.,,76.2,-16.22,-48.97,-48.9699999995813,-16.2199999997604
4557,SBNT,11/10/2019 1:00:00 AM,Natal/Augusto Se,Brazil,49,78.8,71.6,79,140,13,0,,10000,1010.9,Scattered Clouds at 580 meters AGL,No significant weather present at this time.,,83.2,-5.92,-35.25,-35.2500000003333,-5.92000000038912
4558,SBLP,11/10/2019 1:00:00 AM,Bom Jesus Da Lap,Brazil,440,86,50,29,70,13,0,,10000,,Ceiling and Visibility are OK,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,83.6,-13.27,-43.42,-43.4199999996053,-13.2699999995801
4559,SBKG,11/10/2019 1:00:00 AM,Campina Grande,Brazil,560,71.6,68,88,90,17,0,,10000,1015.9,Broken Clouds at 460 meters AGL,No significant weather present at this time.,,,-7.27,-35.87,-35.8700000004067,-7.26999999969488
4560,SBJU,11/10/2019 1:00:00 AM,Juazeiro D Norte,Brazil,409,86,50,29,210,6,0,,10000,1012.9,Ceiling and Visibility are OK,No significant weather present at this time.,,83.6,-7.22,-39.27,-39.2700000004325,-7.22000000015288
4561,SBIL,11/10/2019 1:00:00 AM,Ilheus Airport,Brazil,5,80.6,71.6,74,110,13,0,,10000,1013.9,"Scattered Clouds at 760 meters AGL, Scattered Clouds at 1200 meters AGL",No significant weather present at this time.,,84.6,-14.8,-39.02,-39.0200000004174,-14.7999999999235
4562,SBYS,11/10/2019 1:00:00 AM,Pirassununga/Cam,Brazil,598,68,68,100,220,9,0,,10000,1013.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-21.97,-47.32,-47.3199999996613,-21.9700000003414
4563,SBUR,11/10/2019 1:00:00 AM,Uberaba,Brazil,807,73.4,64.4,73,20,11,0,,10000,1014.9,"Few Clouds at 1200 meters AGL, Broken Clouds at 3000 meters AGL",No significant weather present at this time.,,77,-19.77,-47.97,-47.9700000004192,-19.7699999997045
4564,SBUL,11/10/2019 1:00:00 AM,Uberlandia,Brazil,922,69.8,62.6,78,10,24,0,,10000,1015.9,"Scattered Clouds at 1500 meters AGL, Few Clouds at 1500 meters AGL, Overcast Cloud Deck at 3000 meters AGL","Thunderstorms, Showers in vicinity",,,-18.87,-48.22,-48.2200000004343,-18.8699999998292
4565,SBTA,11/10/2019 1:00:00 AM,Taubate (Base),Brazil,586,71.6,66.2,83,290,2,0,,10000,1014.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-23.03,-45.5,-45.5000000000544,-23.0299999999857
4566,SBSR,11/10/2019 1:00:00 AM,Sao Jose Preto,Brazil,543,80.6,69.8,70,180,4,0,,10000,1012.9,Ceiling and Visibility are OK,No significant weather present at this time.,,83.9,-20.8,-49.4,-49.4000000001104,-20.7999999998506
4567,SBSC,11/10/2019 1:00:00 AM,Santa Cruz (Mil),Brazil,3,75.2,73.4,94,350,4,0,,10000,1012.9,"Broken Clouds at 460 meters AGL, Overcast Cloud Deck at 1200 meters AGL",No significant weather present at this time.,,,-22.92,-43.72,-43.7200000001624,-22.9200000002586
4568,SBMT,11/10/2019 1:00:00 AM,Marte (Civ/Mil),Brazil,722,71.6,64.4,78,90,11,0,,10000,1016.9,"Broken Clouds at 460 meters AGL, Broken Clouds at 580 meters AGL",No significant weather present at this time.,,76.2,-23.52,-46.62,-46.620000000158,-23.5200000000157
4569,SBME,11/10/2019 1:00:00 AM,Macae,Brazil,2,75.2,75.2,100,50,17,0,,6000,1011.9,"Scattered Clouds at 300 meters AGL, Broken Clouds at 2400 meters AGL",Light Rain,,,-22.35,-41.77,-41.7699999996853,-22.3499999997552
4570,SBLS,11/10/2019 1:00:00 AM,Lagoa Santa(Cv/M,Brazil,852,73.4,62.6,69,170,22,0,,10000,1015.9,Ceiling and Visibility are OK,No significant weather present at this time.,,77,-19.67,-43.88,-43.8799999999205,-19.6700000000495
4571,SBDN,11/10/2019 1:00:00 AM,Presidente Prude,Brazil,435,77,64.4,65,300,6,0,,10000,1012.9,Ceiling and Visibility are OK,No significant weather present at this time.,,79.5,-22.18,-51.43,-51.4300000000174,-22.1799999997095
4572,SBBH,11/10/2019 1:00:00 AM,Belo Horiz/Pampu,Brazil,785,77,60.8,57,130,15,0,,10000,1015.9,"Few Clouds at 1400 meters AGL, Broken Clouds at 3000 meters AGL",Thunderstorms in vicinity,,79,-19.85,-43.95,-43.95000000032,-19.8499999997157
4573,SBAF,11/10/2019 1:00:00 AM,Afonsos Arpt (Mi,Brazil,34,77,71.6,83,140,7,0,,10000,1012.9,Broken Clouds at 1200 meters AGL,No significant weather present at this time.,,,-22.87,-43.37,-43.3699999999616,-22.8699999996122
4574,SBSM,11/10/2019 1:00:00 AM,Santa Maria(Cv/M,Brazil,85,71.6,69.8,94,120,6,0,,9000,1011.9,"Scattered Clouds at 270 meters AGL, Scattered Clouds at 2400 meters AGL",No significant weather present at this time.,,,-29.72,-53.7,-53.7000000000109,-29.7199999998882
4575,SBNM,11/10/2019 1:00:00 AM,Santo Angelo Arp,Brazil,322,69.8,68,94,120,17,0,,10000,1012.9,Few Clouds at 120 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-28.27,-54.17,-54.1700000002549,-28.2700000001702
4576,SBJV,11/10/2019 1:00:00 AM,Joinville,Brazil,4,71.6,69.8,94,110,6,0,,6000,1013.9,Overcast Cloud Deck at 430 meters AGL,Light Rain,,,-26.22,-48.8,-48.7999999998944,-26.2199999998714
4577,SBCO,11/10/2019 1:00:00 AM,Porto Alegre/Can,Brazil,47,71.6,69.8,94,130,13,0,,10000,1011.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-29.95,-51.15,-51.1500000002161,-29.9499999998106
4578,SBBI,11/10/2019 1:00:00 AM,Curitiba/Bacache,Brazil,923,66.2,64.4,94,80,13,0,,10000,1017.9,Overcast Cloud Deck at 180 meters AGL,No significant weather present at this time.,,,-25.4,-49.23,-49.2300000004235,-25.3999999996975
4579,VEIM,11/10/2019 1:00:00 AM,Imphal/Tulihal,India,781,64.4,64.4,100,300,4,0,,2000,1015.9,"Scattered Clouds at 240 meters AGL, Scattered Clouds at 550 meters AGL, Broken Clouds at 2700 meters AGL",Light Rain,,,24.77,93.9,93.9000000001043,24.7699999997278
4580,OEMA,11/10/2019 1:00:00 AM,Madinah Intl Arp,Saudi Arabia,631,69.8,57.2,64,0,0,0,,10000,1015.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,24.55,39.7,39.7000000000632,24.5500000002559
4581,OESH,11/10/2019 1:00:00 AM,Sharurah (Civ/Mi,Saudi Arabia,722,68,41,37,0,0,0,,10000,1013.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,17.47,47.12,47.1200000001882,17.4699999997619
4582,OEBH,11/10/2019 1:00:00 AM,Bisha (Civ/Mil),Saudi Arabia,1157,60.8,35.6,39,0,0,0,,10000,1016.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,19.97,42.62,42.6199999999163,19.9700000000658
4583,YSNW,11/10/2019 1:00:00 AM,Nowra (Aus-Navy),Australia,110,69.8,37.4,31,310,17,0,,10000,1010.9,Overcast Cloud Deck at 2200 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-34.95,150.52,150.519999999968,-34.9499999996578
4584,YRMD,11/10/2019 1:00:00 AM,Richmond,Australia,207,87.8,28.4,12,110,17,0,,10000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,83.9,-20.7,143.12,143.119999999701,-20.6999999997885
4585,YCNM,11/10/2019 1:00:00 AM,Coonamble,Australia,184,69.8,37.4,31,210,24,0,,,1016.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-30.98,148.38,148.379999999947,-30.9800000002586
